id,sentiment,text,scores,compound,pos,neu,neg,Predicted_Sentiment
9942,Positive,#GOPDebates I'll be surprised if @JohnKasich doesn't jump into the top 5 after tonight,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}",0.4019,0.252,0.748,0.0,Positive
9943,Negative,RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9944,Positive,"I'm interested to see if Carly Fiorina, Ben Carson and Mike Huckabee pick up steam.  Everyone came out unscathed in these #GOPDebates","{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.4019}",0.4019,0.114,0.886,0.0,Positive
9945,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9946,Positive,Hahahahah this commentary is the best. #GOPDebates,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,0.412,0.588,0.0,Positive
9947,Negative,I think we're going to run out of beer. #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9948,Negative,RT @monaeltahawy: Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9949,Neutral,"""WE'RE A NATION OF LOSERS. EXCEPT ME, I MADE MONEY."" --Trump #GOPDebates","{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.6289}",-0.6289,0.0,0.685,0.315,Negative
9950,Negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates","{'neg': 0.243, 'neu': 0.757, 'pos': 0.0, 'compound': -0.6657}",-0.6657,0.0,0.757,0.243,Negative
9951,Negative,RT @monaeltahawy: Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates,"{'neg': 0.115, 'neu': 0.743, 'pos': 0.142, 'compound': 0.1027}",0.1027,0.142,0.743,0.115,Positive
9952,Positive,"Even after biased attacks by @FoxNews, @realDonaldTrump wins #GOPDebates.","{'neg': 0.34, 'neu': 0.408, 'pos': 0.252, 'compound': -0.0772}",-0.0772,0.252,0.408,0.34,Negative
9953,Neutral,"RT @monaeltahawy: Every time they say ""wedge issues"" I think they mean wedgies #GOPDebates","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9954,Neutral,RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9955,Negative,So unclear if I just watched a church convention or a political debate. #GOPDebates,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.3167}",-0.3167,0.0,0.813,0.187,Negative
9956,Positive,RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.7096}",0.7096,0.219,0.781,0.0,Positive
9957,Positive,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6369}",0.6369,0.259,0.741,0.0,Positive
9958,Negative,To think we have more #GOPDebates to come. I can't take anymore more. #GOPDebate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9959,Negative,"RT @PuestoLoco: .@thepoliticalcat
Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morning…","{'neg': 0.092, 'neu': 0.783, 'pos': 0.124, 'compound': 0.1779}",0.1779,0.124,0.783,0.092,Positive
9960,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9961,Negative,@KHOU @JebBush #GOPDebates he looks down on the base,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9962,Positive,That was a wildly entertaining Television spectacle. #GOPDebates,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,0.326,0.674,0.0,Positive
9963,Negative,Don't like how much time is being spent attacking Clinton &amp; Obama instead of talking about substantive issues. #GOPDebates,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.6261}",-0.6261,0.0,0.769,0.231,Negative
9964,Negative,"RT @SupermanHotMale: Rand Paul, I'm a different kind of republican... yes, you are an sos pad dickhead. #Gopdebates","{'neg': 0.188, 'neu': 0.688, 'pos': 0.124, 'compound': -0.34}",-0.34,0.124,0.688,0.188,Negative
9965,Negative,"Prolife gun owners who believe in death mentality, War and God #GOPDebates","{'neg': 0.502, 'neu': 0.394, 'pos': 0.103, 'compound': -0.8442}",-0.8442,0.103,0.394,0.502,Negative
9966,Positive,Carly Fiorina made the point that she will be able to attack Hillary Clinton.  Love it.  She is unafraid.  #GOPDebates,"{'neg': 0.123, 'neu': 0.711, 'pos': 0.166, 'compound': 0.2732}",0.2732,0.166,0.711,0.123,Positive
9967,Negative,Hopefully the next debates will be better this was meh #GOPDebates,"{'neg': 0.087, 'neu': 0.537, 'pos': 0.376, 'compound': 0.6486}",0.6486,0.376,0.537,0.087,Positive
9968,Negative,Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9969,Positive,Ohio Governor John Kasich you are currently the man. #GOPDebates #Kasich #O-H,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9970,Negative,"RT @SupermanHotMale: Dear Fox News, here is my closing argument, None of the Gop candidates said anything to help the suffering of women or…","{'neg': 0.181, 'neu': 0.647, 'pos': 0.172, 'compound': -0.0772}",-0.0772,0.172,0.647,0.181,Negative
9971,Neutral,"Female anchor count: 2 
Female blonde anchor count: 2

#GOPDebates","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9972,Negative,"RT @SupermanHotMale: Dear friends, it may seem like this is fun to me but I'm really mad about how Republicans treat people who can't affor…","{'neg': 0.135, 'neu': 0.542, 'pos': 0.322, 'compound': 0.5515}",0.5515,0.322,0.542,0.135,Positive
9973,Negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates","{'neg': 0.243, 'neu': 0.757, 'pos': 0.0, 'compound': -0.6657}",-0.6657,0.0,0.757,0.243,Negative
9974,Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…","{'neg': 0.06, 'neu': 0.94, 'pos': 0.0, 'compound': -0.1531}",-0.1531,0.0,0.94,0.06,Negative
9975,Neutral,Trump: I WILL DO ALL OF THE POINTS #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9976,Negative,"Trump: ""Our vets need to be taken care of"" – except John McCain, that loser! #GOPdebates","{'neg': 0.186, 'neu': 0.654, 'pos': 0.161, 'compound': -0.126}",-0.126,0.161,0.654,0.186,Negative
9977,Negative,"RT @SupermanHotMale: Rand Paul, I'm a different kind of republican... yes, you are an sos pad dickhead. #Gopdebates","{'neg': 0.188, 'neu': 0.688, 'pos': 0.124, 'compound': -0.34}",-0.34,0.124,0.688,0.188,Negative
9978,Negative,What ever happened to the answers to how they were gonna take care of vets? #GOPDebates,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4939}",0.4939,0.176,0.824,0.0,Positive
9979,Positive,Rand Paul and Marco Rubio seem like viable options. #GOPdebates,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.3612,0.217,0.783,0.0,Positive
9980,Neutral,"Donald Trump: ""We should just not import things."" #GOPDebates","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9981,Negative,RT @jutne5: Anyone but Rand Paul... #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9982,Neutral,I just came back from Wisconsin and yeah...no. #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9983,Positive,I LOVE ice cream! #christie gets my vote! #GOPDebates #icecream #election2016 #pinocchio,"{'neg': 0.0, 'neu': 0.644, 'pos': 0.356, 'compound': 0.7592}",0.7592,0.356,0.644,0.0,Positive
9984,Negative,"RT @PuestoLoco: .@thepoliticalcat
Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morning…","{'neg': 0.092, 'neu': 0.783, 'pos': 0.124, 'compound': 0.1779}",0.1779,0.124,0.783,0.092,Positive
9985,Neutral,"RT @monaeltahawy: Every time they say ""wedge issues"" I think they mean wedgies #GOPDebates","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9986,Negative,"According to Huckabee the military is for ""killing people and breaking things."" America's problems suddenly make sense... #GOPDebates","{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.7964}",-0.7964,0.0,0.693,0.307,Negative
9987,Negative,None of them handled snakes. None of them spike in tongues. The #GOPClownCar hates evangelicals. #GOPDebates,"{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.4404}",-0.4404,0.0,0.838,0.162,Negative
9988,Neutral,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6369}",0.6369,0.259,0.741,0.0,Positive
9989,Neutral,"Trump closing statement. ""We suck."" #GOPdebates","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9990,Neutral,RT @Yelp: I wish I could make a closing statement but my mouth is full of tacos ¯\_(ツ)_/¯. #GOPDebates @Eat24 #HolaDonald,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.2144}",0.2144,0.098,0.902,0.0,Positive
9991,Neutral,"He said ""wedge issue"". #GOPDebates #uhhuhhuh","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
9992,Negative,RT @cloudypianos: I'm just waiting for them all to accidentally eat each other #GOPDebates,"{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.34}",-0.34,0.0,0.844,0.156,Negative
9993,Neutral,"RT @tylertronson: God told me to be president. So, like, I guess I'm going to go be president, or whatever. #GOPDebates","{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.5984}",0.5984,0.214,0.786,0.0,Positive
9994,Negative,Was anyone else expecting Trump to say something super racist when he mentioned China and Japan? #GOPDebates,"{'neg': 0.175, 'neu': 0.655, 'pos': 0.17, 'compound': -0.0258}",-0.0258,0.17,0.655,0.175,Neutral
9995,Negative,HA! Hahahahahaha! Ha ha ha ha!  .@RealDonaldTrump was beat up and got his ass handed to him BY A WOMAN - .@MegynKelly FTW!!! #GOPdebates,"{'neg': 0.097, 'neu': 0.415, 'pos': 0.488, 'compound': 0.9207}",0.9207,0.488,0.415,0.097,Positive
9996,Positive,"Total #SmackDown DC having half a brain, best line #GOPDebates.
#WORD to your Muther @OneToughMutherK","{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.6369}",0.6369,0.244,0.756,0.0,Positive
9997,Negative,RT @monaeltahawy: Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates,"{'neg': 0.115, 'neu': 0.743, 'pos': 0.142, 'compound': 0.1027}",0.1027,0.142,0.743,0.115,Positive
9998,Negative,How is surviving a recall like a badge of honor? Like shut up. #GOPDebates,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.8555}",0.8555,0.565,0.435,0.0,Positive
9999,Negative,"Marco Rubio's campaign slogan needs to be ""from bar back to president"" #GOPDebates","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
10000,Negative,"Every time they say ""wedge issues"" I think they mean wedgies #GOPDebates","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
10001,Positive,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6369}",0.6369,0.259,0.741,0.0,Positive
10002,Neutral,#GOPdebates bash Hillary night slick Willy is lovin it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
10003,Negative,"Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morningjoe https://t.co/cNSR5CHHAL","{'neg': 0.102, 'neu': 0.761, 'pos': 0.137, 'compound': 0.1779}",0.1779,0.137,0.761,0.102,Positive
10004,Neutral,RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.4754}",0.4754,0.14,0.86,0.0,Positive
10005,Negative,"RT @SupermanHotMale: Dear Jeb Bush, Your Record, Sir is clear, you are a fucking ememy of the voting public... PERIOD. #GopDebates","{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.6369}",0.6369,0.224,0.776,0.0,Positive
10006,Positive,Cruz:  New Sheriff in town.  Nice summary.  He cherishes freedom - your freedom.  #GOPDebates,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.9371}",0.9371,0.615,0.385,0.0,Positive
10007,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
10008,Negative,RT @annleary: When did it become acceptable to have God be a topic in political debates in this country?  #GOPDebates #shameful,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.5267}",0.5267,0.196,0.804,0.0,Positive
10009,Negative,RT @monaeltahawy: Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates,"{'neg': 0.115, 'neu': 0.743, 'pos': 0.142, 'compound': 0.1027}",0.1027,0.142,0.743,0.115,Positive
10010,Positive,"I'm loving @tedcruz and @RealBenCarson 's closing statements. I hate they didn't get a lot of questions, tho. 
#GOPDebates","{'neg': 0.164, 'neu': 0.664, 'pos': 0.173, 'compound': 0.0516}",0.0516,0.173,0.664,0.164,Positive
10011,Negative,"RT @SupermanHotMale: Total Theatre on Fox news tonight, no basis in fact at all... it's all garbage. #GopDebates","{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}",-0.296,0.0,0.885,0.115,Negative
10012,Negative,RT @kerrydiaries: Honestly not sure if I'm watching Mean Girls or #GOPDebates ?? Do you even go here??,"{'neg': 0.089, 'neu': 0.73, 'pos': 0.181, 'compound': 0.4585}",0.4585,0.181,0.73,0.089,Positive
10013,Neutral,RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
10014,Negative,@JebBush didn't have to tell us what his Daddy did for a living. #FoxDebate #GopDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
10015,Negative,We don't win anymore? Is this the playground? #GOPDebates,"{'neg': 0.3, 'neu': 0.7, 'pos': 0.0, 'compound': -0.5318}",-0.5318,0.0,0.7,0.3,Negative
10016,Negative,We don't win anymore? Freedom won several weeks ago! #GOPDebates,"{'neg': 0.386, 'neu': 0.402, 'pos': 0.212, 'compound': -0.4646}",-0.4646,0.212,0.402,0.386,Negative
10017,Negative,Santorum said he wants to make America the #1 manufacturing country.  Manufacturing is 20th century thinking. We need high tech. #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
10018,Positive,"'It wasn't too late for Wisconsin, it's not too late for America. Oh, and pass the cheese'. Scott Walker. #GOPDebates","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
10019,Neutral,I've been using the wrong hashtag! #GOPDebates #GOPDebate,"{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.5255}",-0.5255,0.0,0.674,0.326,Negative
10020,Neutral,"RT @KyleAlexLittle: ""I don't know why the fuck I'm here""- Rand Paul #GOPDebates","{'neg': 0.226, 'neu': 0.774, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0.0,0.774,0.226,Negative
10021,Negative,RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
10022,Negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates","{'neg': 0.243, 'neu': 0.757, 'pos': 0.0, 'compound': -0.6657}",-0.6657,0.0,0.757,0.243,Negative
10023,Negative,Reminder: Bush #GOPDebates you run FLORIDA,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
10024,Negative,Anyone but Rand Paul... #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
10025,Positive,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6369}",0.6369,0.259,0.741,0.0,Positive
10026,Negative,Republican candidates: All of our states are awesome. But for some reason not enough to stop country from sucking #GOPdebates,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.597}",0.597,0.213,0.787,0.0,Positive
10027,Negative,RT @Lattisaw: No minority in their right mind should be voting for anyone of these #GOP candidates! They don't have a clue about our issues…,"{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.3595}",-0.3595,0.0,0.902,0.098,Negative
10028,Neutral,Ehh I'll say 1. Rubio 2. Trump 3. Walker 4. Kasich 5. Bush 6. Cruz 7. Carson  8. Christie 9. Huckabee     10. Rand Paul  #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
10029,Neutral,"Retweeted Shawn Drury (@ShawnDrurySC):

Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
10030,Neutral,RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.7096}",0.7096,0.219,0.781,0.0,Positive
10031,Negative,Wow look at all the diversity in the GOP!  #GOPDEBATES,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6239}",0.6239,0.313,0.687,0.0,Positive
10032,Negative,Huckabee is such a card.  #Gopdebates #VoteYall,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
10033,Neutral,Bush's closing statement provided by Moody's. #GOPDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
10034,Negative,RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
10035,Negative,".@thepoliticalcat
Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morningjoe","{'neg': 0.102, 'neu': 0.761, 'pos': 0.137, 'compound': 0.1779}",0.1779,0.137,0.761,0.102,Positive
10036,Neutral,"RT @heyLFJ: Well, would ya look at that! Women.are.watching. #GOPdebates  https://t.co/1mtTUG98Ch","{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.3382}",0.3382,0.193,0.807,0.0,Positive
10037,Neutral,RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.4754}",0.4754,0.14,0.86,0.0,Positive
10038,Negative,#Bush is an idiot.... Sadly the idiot brother ran first.... #GOPDebates,"{'neg': 0.404, 'neu': 0.596, 'pos': 0.0, 'compound': -0.7269}",-0.7269,0.0,0.596,0.404,Negative
